host response time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identify_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,logP,minimum_minimum_nights,has_availability_no,availability_30,number_of_reviews,number_of_reviews_ltm,Year,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1,1.00,1.00,1,1,1,4,1,1,3,29,1371,3.14,1,1,19,76,5,2023,4.92,4.96,4.99,4.99,4.97,4.26,4.86,2,0.92
1,1.00,1.00,1,1,1,7,2,2,6,30,2502,3.40,1,1,19,13,2,2023,4.92,4.92,5,5,5,4.54,4.85,2,0.16
1,1.00,0.99,1,2,1,2,1,1,1,37,2350,3.37,4,1,19,73,17,2023,4.81,4.89,4.78,4.97,4.99,4.49,4.73,1,0.96
1,1.00,1.00,1,1,1,2,1,1,1,30,1300,3.11,30,1,19,134,25,2023,4.82,4.83,4.9,4.91,4.93,4.55,4.78,1,1.89
1,1.00,0.92,1,1,1,4,1,2,2,35,4500,3.65,14,1,19,16,7,2023,4.94,4.94,4.88,4.94,5,4.94,4.88,2,0.31
1,1.00,1.00,2,1,1,3,1,1,1,22,931,2.97,1,1,22,2,1,2023,5,5,5,5,5,5,5,2,0.05
1,1.00,1.00,1,1,1,3,1,1,2,20,790,2.90,2,1,19,72,26,2023,4.9,4.93,4.9,4.97,4.96,4.79,4.88,1,1.35
1,1.00,0.97,1,1,2,1,4,1,1,8,400,2.60,1,1,19,3,1,2023,5,5,5,5,5,4.67,5,2,0.06
1,1.00,1.00,2,1,4,2,1,1,1,38,630,2.80,2,1,19,24,6,2023,4.5,4.75,4.63,4.75,4.71,4.29,4.54,1,0.49
1,1.00,0.88,1,2,1,2,2,1,1,34,900,2.95,1,1,19,31,9,2023,4.77,4.74,4.74,4.97,5,4.71,4.97,2,0.65
1,1.00,1.00,2,1,1,6,2,2,5,45,1986,3.30,1,1,19,77,6,2023,4.47,4.47,4.01,4.82,4.87,4.83,4.51,1,1.62
1,1.00,1.00,1,1,1,2,1,1,1,21,1743,3.24,1,1,22,31,9,2023,4.97,4.97,4.94,4.97,5,4.9,5,1,0.71
1,1.00,1.00,1,1,1,6,3,3,3,36,2100,3.32,2,1,25,29,14,2023,4.72,4.72,4.52,4.86,4.97,4.72,4.72,2,0.74
1,1.00,1.00,2,1,1,2,1,1,1,43,1600,3.20,2,1,19,18,18,2023,4.78,4.72,4.94,4.72,4.78,4.89,4.72,1,1.54
1,1.00,1.00,2,1,1,2,1,1,1,39,1614,3.21,2,1,19,17,17,2023,4.71,4.82,4.65,4.82,5,4.76,4.76,1,2.42
1,1.00,0.99,1,1,1,2,1,1,1,43,1643,3.22,2,1,19,10,10,2023,5,5,4.8,4.6,5,5,5,1,1.95
1,1.00,0.99,1,1,1,2,1,1,1,43,1700,3.23,2,1,19,4,4,2023,4.75,4.75,5,5,5,4.75,4.5,1,1.32
1,1.00,0.87,1,1,4,2,2,1,1,33,1296,3.11,1,1,19,1,1,2023,5,5,4,5,5,5,5,2,1
1,1.00,1.00,2,1,1,4,2,1,2,41,2800,3.45,1,1,19,13,13,2023,5,5,5,4.92,5,4.69,5,2,5.82
1,1.00,1.00,1,1,1,4,3,2,2,54,5500,3.74,30,1,19,4,4,2023,4,4,4,4,4,4.5,4,2,1.79
1,1.00,1.00,1,1,1,2,1,1,1,45,1650,3.22,2,1,19,13,13,2023,4.92,4.85,4.77,4.62,4.85,5,4.77,1,3.94
1,1.00,0.99,2,1,1,3,2,1,1,24,1495,3.17,30,1,0,1,1,2022,4,3,4,4,5,4,4,2,0.16
1,0.98,0.60,2,1,1,4,1,1,1,17,1170,3.07,1,1,19,4,4,2023,4,4.5,5,4,4,4.25,4.5,1,1.45
1,1.00,1.00,1,1,1,2,1,1,1,41,2200,3.34,3,1,19,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,1,1,1,2,1,1,1,39,1300,3.11,3,1,19,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,1,1,2,1,1,1,9,2150,3.33,1,1,19,1,1,2023,2,2,4,3,1,4,1,1,1
1,1.00,1.00,2,1,1,6,2,2,3,39,1283,3.11,1,1,19,19,10,2023,4.84,4.74,4.79,4.89,4.84,4.26,4.68,1,0.43
1,1.00,1.00,2,1,1,8,4,3,4,17,3788,3.58,1,1,19,10,10,2023,4.9,4.9,4.9,4.9,5,4.5,4.7,1,3.19
1,1.00,0.95,1,1,1,4,2,2,2,50,3378,3.53,2,1,19,4,4,2023,4.25,4.5,4.25,5,4.5,5,4.5,2,0.59
1,1.00,1.00,2,1,4,2,1,1,1,26,539,2.73,1,1,19,19,19,2023,4.63,4.53,4.47,4.47,4.63,4.58,4.68,1,2.79
1,0.99,0.97,2,1,1,4,2,2,3,29,2084,3.32,2,1,19,30,2,2023,4.43,4.39,4.61,4.43,4.5,4.54,4.5,1,0.61
1,1.00,1.00,1,1,1,1,1,1,1,20,601,2.78,2,1,19,50,11,2023,4.92,4.94,4.96,4.96,4.94,4.84,4.94,1,0.96
1,0.98,1.00,2,1,1,4,1,2,1,19,1560,3.19,1,1,25,85,9,2023,4.4,4.64,4.59,4.59,4.57,4.46,4.58,1,1.07
1,1.00,1.00,2,1,1,4,2,2,2,23,2500,3.40,1,1,19,1,1,2023,4,5,5,5,5,4,4,1,1
1,1.00,1.00,2,1,1,3,1,1,1,28,971,2.99,1,1,19,7,1,2023,4.43,4.43,4.14,4.43,4.57,4.86,4.29,2,0.17
1,1.00,0.99,1,1,1,3,2,1,1,50,1988,3.30,1,1,19,14,10,2023,5,4.86,4.86,4.86,4.93,4.93,4.86,1,0.32
1,1.00,0.96,2,2,4,4,1,1,2,12,1750,3.24,1,1,24,5,5,2023,4.8,4.4,4.8,4.4,4.6,4.6,5,1,0.49
1,1.00,1.00,2,1,1,4,1,2,2,20,1000,3.00,4,1,19,32,0,2020,4.56,4.69,4.78,4.78,4.69,3.91,4.56,1,0.6
1,1.00,0.94,2,1,2,10,3,1,14,29,500,2.70,1,1,24,31,5,2023,4.84,4.9,4.94,5,4.94,4.81,4.97,2,0.35
1,1.00,1.00,1,1,1,2,1,1,1,59,1720,3.24,1,1,19,2,2,2023,5,5,4.5,5,5,4.5,5,1,2
1,1.00,0.99,1,1,1,6,2,2,2,35,1330,3.12,28,1,19,102,0,2020,4.76,4.8,4.79,4.89,4.92,4.39,4.67,1,1.03
1,1.00,1.00,2,1,1,2,2,1,2,28,780,2.89,1,1,19,36,23,2023,4.42,4.39,4.17,4.69,4.74,4.36,4.5,1,0.75
1,1.00,1.00,1,1,1,16,5,4,7,44,3350,3.53,2,1,19,60,12,2023,4.93,4.97,4.97,5,5,4.63,4.98,1,1.18
2,1.00,0.99,2,1,4,2,1,1,1,4,1118,3.05,1,1,26,1,0,2020,1,4,3,1,1,1,1,1,0.03
1,1.00,0.99,1,1,1,3,1,1,1,45,1810,3.26,3,1,19,340,27,2023,4.89,4.93,4.81,4.9,4.96,4.62,4.8,2,3.26
1,1.00,0.99,1,1,4,3,1,1,1,19,957,2.98,1,1,20,30,17,2023,4.97,4.97,4.93,4.83,4.97,4.83,4.97,1,0.74
1,1.00,1.00,1,1,4,3,2,1,2,36,630,2.80,1,1,19,46,1,2023,4.89,4.86,4.91,4.98,4.96,4.48,4.82,1,0.56
1,1.00,0.82,2,2,1,14,4,3,13,44,2550,3.41,1,1,23,6,0,2022,4.67,4.67,4.67,5,4.83,4.17,4.5,2,0.14
1,1.00,1.00,2,1,3,2,4,1,1,12,1000,3.00,1,1,20,4,2,2023,5,5,5,5,4.75,5,5,2,0.09
1,1.00,0.78,2,1,4,2,1,1,1,5,990,3.00,1,1,21,19,19,2023,4.63,4.58,4.53,4.89,4.84,4.63,4.58,2,3.9
1,1.00,1.00,2,1,1,2,1,1,1,24,1490,3.17,2,1,15,13,13,2023,4.69,4.69,4.62,4.62,4.85,4.92,4.46,1,3.68
1,0.90,0.98,2,1,3,2,1,1,1,18,3187,3.50,1,1,20,22,0,2020,4.64,4.86,4.68,4.86,4.82,4.41,4.64,1,0.41
1,1.00,1.00,1,1,1,6,2,2,3,40,1506,3.18,1,1,19,4,4,2022,4.75,5,5,5,5,5,5,1,0.48
1,1.00,0.65,2,1,4,9,4,3,8,11,4314,3.63,1,1,22,2,2,2023,5,4.5,5,5,5,4.5,5,2,0.36
1,0.95,1.00,2,1,4,2,1,1,1,11,550,2.74,1,1,19,15,15,2023,4.67,4.73,4.4,4.8,5,5,4.73,1,3.44
2,1.00,1.00,2,1,1,3,1,2,2,44,2100,3.32,1,1,19,5,5,2023,5,5,5,4.8,5,5,5,2,1.7
1,1.00,0.98,2,1,3,1,1,1,1,10,765,2.88,1,1,19,7,4,2023,4.43,4.71,4.43,4.86,4.86,4.57,4.71,1,0.13
1,1.00,1.00,2,1,4,2,1,1,1,20,950,2.98,1,1,19,39,2,2022,4.56,4.62,4.74,4.9,4.89,4.59,4.62,2,0.29
1,1.00,0.97,2,1,1,4,2,2,2,19,2228,3.35,7,1,19,93,4,2023,4.64,4.79,4.79,4.89,4.81,4.51,4.63,2,0.77
3,1.00,0.95,2,1,4,4,2,2,3,13,3600,3.56,30,1,19,34,2,2023,4.48,4.69,4.84,4.66,4.66,3.88,4.47,2,0.3
1,1.00,0.80,2,1,1,2,1,1,1,36,1450,3.16,24,1,19,19,3,2023,4.89,4.95,4.79,4.89,5,4.53,4.74,2,0.22
1,1.00,1.00,2,1,4,2,1,1,2,18,800,2.90,1,1,19,32,6,2023,4.38,4.55,4.58,4.61,4.52,4.52,4.32,1,0.34
2,1.00,0.99,2,1,4,2,1,1,2,4,1118,3.05,1,1,22,1,1,2023,5,5,5,5,4,5,4,1,0.54
1,1.00,0.94,2,1,1,2,1,1,1,29,1500,3.18,1,1,19,55,13,2023,4.85,4.85,4.8,4.94,4.89,4.94,4.76,1,0.64
1,0.93,1.00,2,2,4,2,2,1,1,26,1457,3.16,1,1,21,10,8,2023,4.89,5,5,4.33,4.56,4.67,5,1,0.13
4,0.00,0.83,2,2,4,2,1,1,1,13,722,2.86,1,1,30,4,2,2022,3.75,4.5,4.25,3.5,3.5,3.75,4,2,0.09
1,1.00,0.93,2,1,4,2,1,1,1,20,331,2.52,1,1,19,183,33,2023,4.72,4.8,4.77,4.9,4.87,4.87,4.74,1,2.5
1,1.00,1.00,1,1,1,3,1,1,1,26,2033,3.31,2,1,19,81,12,2023,4.58,4.65,4.52,4.68,4.65,4.81,4.62,2,1.24
1,1.00,0.90,2,1,4,6,2,2,2,37,914,2.96,1,1,20,38,1,2022,4.79,4.82,4.87,4.82,4.87,4.42,4.71,2,0.61
1,1.00,0.90,2,1,1,12,4,3,4,35,2142,3.33,1,1,20,59,8,2023,4.76,4.73,4.88,4.8,4.9,4.05,4.54,1,0.95
1,1.00,1.00,2,1,1,6,3,3,4,35,4200,3.62,1,1,19,89,12,2023,4.78,4.78,4.76,4.87,4.81,4.8,4.79,1,1.45
1,1.00,0.93,2,1,1,5,2,2,4,21,2590,3.41,1,1,19,17,6,2023,4.65,4.65,4.59,4.82,4.53,4.82,4.59,2,0.32
2,0.90,1.00,2,1,2,10,8,1,10,7,419,2.62,1,1,29,3,2,2022,5,5,5,4.33,4.67,4.67,5,1,0.06
1,1.00,1.00,2,2,4,2,1,1,1,14,990,3.00,1,1,19,2,1,2022,5,5,5,5,5,4.5,5,1,0.14
1,1.00,0.99,2,1,1,2,2,1,1,27,1900,3.28,1,1,22,6,5,2023,5,5,4.83,5,5,4.83,4.67,2,0.12
1,1.00,0.99,2,1,1,4,1,1,2,31,2314,3.36,1,1,19,94,41,2023,4.61,4.68,4.67,4.68,4.8,4.79,4.54,1,1.97
2,1.00,1.00,2,1,4,2,1,1,1,33,2969,3.47,7,1,19,6,2,2023,5,5,5,5,5,5,5,2,0.15
1,1.00,0.99,2,2,4,2,1,1,1,14,390,2.59,2,1,19,8,5,2023,5,5,5,4.63,4.75,4.88,4.88,1,0.18
1,1.00,1.00,2,1,4,3,1,1,2,14,950,2.98,1,1,19,13,10,2023,4.46,4.62,4.77,4.92,4.54,4.54,4.54,1,0.34
1,1.00,1.00,1,1,1,2,1,1,1,48,1750,3.24,2,1,19,47,20,2023,4.87,4.91,4.85,5,4.98,4.85,4.77,1,1.05
1,1.00,0.99,2,1,1,2,1,1,1,32,894,2.95,3,1,19,43,28,2023,4.77,4.74,4.81,4.42,4.77,4.74,4.81,1,1.07
1,1.00,0.99,2,1,1,2,1,1,1,35,2114,3.33,1,1,19,51,26,2023,4.88,4.84,4.84,4.88,4.96,4.86,4.8,1,1.28
1,1.00,0.96,1,1,1,6,5,4,5,103,25668,4.41,2,1,21,9,4,2022,4.89,4.89,4.78,5,5,4.67,4.89,1,0.23
1,1.00,0.96,2,1,1,7,2,2,4,31,3390,3.53,2,1,25,3,3,2023,5,5,5,5,5,4.67,5,2,0.98
1,1.00,0.99,1,1,1,2,1,1,1,18,660,2.82,1,1,19,24,20,2023,4.79,4.58,4.88,4.83,4.79,4.75,4.75,1,1.71
1,1.00,0.99,2,1,1,2,1,1,1,36,2014,3.30,1,1,19,25,23,2023,4.84,4.76,4.72,4.64,4.84,4.76,4.64,1,0.96
1,1.00,0.90,2,1,1,4,2,2,2,17,2000,3.30,29,1,19,5,3,2022,4.8,4.4,4.6,4.6,4.8,4.6,4.6,2,0.26
1,1.00,1.00,2,1,1,3,1,2,3,25,1990,3.30,1,1,19,3,3,2022,4.33,4.33,4.33,4.33,4.33,4.33,4,1,0.59
1,0.97,1.00,2,1,1,4,2,2,2,25,2914,3.46,2,1,19,11,4,2023,4.27,4.55,4.55,4.45,4.18,4.82,4,2,0.56
1,1.00,0.87,2,1,1,1,1,1,1,37,1133,3.05,30,1,19,4,3,2023,5,5,5,5,4.75,5,5,2,0.32
1,0.99,0.99,2,1,1,2,2,1,1,59,1143,3.06,1,1,19,6,6,2023,5,4.67,4.83,4.67,5,4.5,4.83,2,1.18
1,1.00,0.90,2,1,4,2,1,1,1,37,1190,3.08,1,1,19,1,0,2022,5,3,3,5,5,5,5,1,0.07
1,0.99,0.92,2,1,1,2,1,1,1,46,898,2.95,1,1,19,21,21,2023,4.67,4.9,4.29,4.48,4.67,4.9,4.81,1,1.97
1,1.00,1.00,1,1,4,2,1,1,1,20,948,2.98,1,1,20,4,4,2022,2,2,2,2,2,2,2,1,0.33
1,1.00,0.99,2,1,1,4,2,2,2,32,2765,3.44,1,1,19,30,30,2023,4.83,4.93,4.73,4.87,4.9,4.73,4.83,1,2.6
1,1.00,0.99,2,1,1,4,2,2,2,32,2357,3.37,1,1,19,9,9,2023,4.78,4.67,4.89,4.44,5,4.44,4.67,1,1.17
1,1.00,0.99,2,1,1,2,1,1,1,36,2014,3.30,1,1,22,17,17,2023,4.88,4.94,5,4.71,4.94,4.94,4.94,1,3.04
1,1.00,1.00,2,2,1,8,4,3,5,49,4906,3.69,5,1,19,2,2,2023,2,3,2,3,1.5,3,2,2,0.41
2,0.83,1.00,2,1,1,6,4,3,3,18,2154,3.33,2,1,19,7,7,2023,4.29,4.29,3.86,4.14,4.43,3.86,4.43,1,1.21
1,1.00,1.00,1,1,1,3,1,2,2,27,1300,3.11,3,1,19,12,12,2023,4.67,4.83,4.5,5,4.83,4.92,4.83,1,2.26
1,1.00,1.00,2,1,1,2,1,1,1,31,1456,3.16,1,1,19,6,6,2023,5,5,5,5,5,5,5,1,1.64
1,1.00,0.99,1,1,1,2,2,1,1,30,880,2.94,28,1,19,3,3,2023,4.33,4.33,5,5,4.67,4,4.33,1,0.85
1,1.00,0.96,2,1,1,2,2,1,1,40,2500,3.40,1,1,19,1,1,2023,5,5,5,5,5,5,5,1,0.34
1,1.00,0.99,2,1,1,2,1,1,1,21,980,2.99,13,1,19,2,2,2023,5,5,4.5,5,5,5,5,1,1.36
1,0.98,0.98,1,1,1,3,1,1,2,46,1914,3.28,29,1,19,2,2,2023,4.5,5,4.5,5,5,5,4.5,1,1.28
1,1.00,1.00,2,1,1,2,1,1,1,28,1359,3.13,3,1,19,9,9,2023,4.78,4.78,4.89,4.89,4.89,4.89,4.78,1,3.25
1,1.00,0.99,2,1,1,3,1,1,2,24,1485,3.17,28,1,0,69,0,2020,4.84,4.94,4.91,4.87,4.88,4.88,4.81,2,1.44
1,0.97,1.00,2,1,1,2,1,1,1,25,450,2.65,1,1,19,3,3,2023,3.67,4,4.33,4.33,4,4,4.67,2,3
1,0.98,0.60,2,1,1,3,1,1,1,21,864,2.94,1,1,19,3,3,2023,5,5,5,5,4.67,5,4.67,2,3
1,0.98,0.60,2,1,1,4,1,1,1,15,1216,3.08,1,1,19,1,1,2023,4,4,5,5,5,4,4,2,1
1,0.99,0.84,2,1,4,2,1,1,1,33,1354,3.13,1,1,19,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,0.91,2,1,1,2,2,1,1,32,1920,3.28,2,1,19,1,1,2023,4,4,4,4,4,4,3,2,1
1,1.00,1.00,2,1,4,5,5,1,1,34,840,2.92,1,1,28,2,2,2023,5,5,5,5,5,5,5,2,2
1,0.97,1.00,2,1,4,2,1,1,1,17,643,2.81,1,1,19,1,1,2023,5,5,5,5,5,5,5,1,1
1,0.98,1.00,2,1,1,4,1,2,2,46,1790,3.25,3,1,18,21,21,2023,4.29,4.19,4.57,4.24,4.05,3.86,4.19,1,2.06
2,1.00,0.76,1,1,1,2,1,1,1,23,500,2.70,7,1,18,95,8,2023,4.55,4.71,4.69,4.85,4.86,4.39,4.61,2,0.96
1,1.00,1.00,2,2,1,2,1,1,1,23,1000,3.00,26,1,18,10,3,2023,4.4,4.5,4.2,4.9,5,4.6,4.3,1,0.13
1,1.00,0.97,1,1,1,4,1,2,2,27,3646,3.56,2,1,18,78,21,2023,4.83,4.9,4.79,4.97,4.91,4.95,4.72,2,1.24
1,1.00,1.00,1,1,1,2,2,1,2,38,1528,3.18,3,1,23,27,20,2023,4.93,4.89,4.96,4.85,5,4.74,4.93,2,0.67
1,1.00,0.91,1,1,1,2,1,1,1,26,1597,3.20,3,1,18,7,6,2023,4.29,4.29,4.71,4.14,4.71,4.86,4.57,2,0.18
1,1.00,0.91,1,1,1,4,1,1,1,35,1671,3.22,2,1,18,12,12,2023,4.92,4.92,4.67,4.75,4.92,4.92,4.83,2,1.68
1,1.00,1.00,2,1,1,11,3,4,5,61,4400,3.64,1,1,18,5,4,2023,5,5,4.8,4.8,5,4.6,5,1,0.2
1,1.00,1.00,2,1,1,4,1,1,2,27,2424,3.38,1,1,18,37,28,2023,4.7,4.89,4.68,4.89,4.89,4.81,4.76,1,2.43
1,1.00,1.00,2,1,1,3,2,2,2,23,2671,3.43,2,1,26,27,23,2023,4.52,4.59,4.37,4.81,4.67,4.89,4.44,2,1.78
1,1.00,0.66,1,1,1,1,2,1,1,33,530,2.72,28,1,18,7,4,2023,5,4.86,5,5,5,5,5,2,0.47
1,1.00,1.00,1,1,1,5,3,2,2,57,4088,3.61,2,1,18,16,14,2023,5,4.94,4.88,5,5,4.69,4.94,1,1.19
1,1.00,0.94,1,1,1,4,2,2,3,35,2094,3.32,21,1,22,1,1,2022,5,5,5,5,5,5,5,2,0.22
1,1.00,1.00,2,1,1,2,1,1,1,28,1880,3.27,2,1,18,23,23,2023,4.7,4.7,4.61,4.57,4.87,4.78,4.52,1,3.05
1,1.00,1.00,2,1,1,2,1,1,1,39,1524,3.18,1,1,18,28,28,2023,4.64,4.79,4.75,4.68,4.86,4.61,4.61,1,4.18
1,1.00,1.00,1,1,1,2,1,1,1,26,1467,3.17,2,1,18,12,12,2023,4.58,4.67,4.83,4.83,5,4.83,4.67,1,2.93
1,1.00,1.00,1,1,1,2,1,1,1,26,1441,3.16,2,1,18,13,13,2023,4.69,4.77,4.69,4.77,4.92,4.77,4.62,1,2.69
1,1.00,0.99,2,1,1,2,1,1,1,24,1484,3.17,1,1,0,9,6,2022,4.44,4.33,4.44,4.67,4.33,4.67,4.44,1,0.38
1,1.00,1.00,1,1,1,4,1,2,2,30,3086,3.49,2,1,18,3,3,2023,5,5,5,4.67,5,4.67,5,1,2.43
1,0.98,0.99,2,1,1,4,1,2,2,31,1426,3.15,1,1,18,10,10,2023,4.7,4.7,4.7,4.9,4.9,4.3,4.8,2,1.53
1,1.00,0.97,2,1,4,2,1,1,1,21,516,2.71,2,1,18,2,2,2023,5,5,5,5,5,4.5,5,2,0.67
1,0.98,1.00,2,1,1,4,1,1,1,29,950,2.98,2,1,18,66,11,2023,4.47,4.62,4.71,4.59,4.67,4.47,4.48,2,1.05
1,0.97,1.00,2,1,1,6,2,2,2,32,2400,3.38,1,1,18,38,28,2023,4.47,4.63,4.26,4.45,4.74,4.79,4.47,2,1.21
1,0.97,1.00,2,1,1,6,1,2,2,20,2029,3.31,1,1,18,25,16,2023,4.32,4.4,4.36,4.44,4.4,4.68,4.28,2,0.67
1,0.97,1.00,2,1,1,4,1,1,1,27,1000,3.00,2,1,18,26,13,2023,4.5,4.69,4.54,4.46,4.69,4.65,4.62,2,0.71
1,0.97,1.00,2,1,1,4,1,1,1,27,1000,3.00,2,1,18,18,7,2022,4.22,4.39,4.22,4.33,4.39,4.06,4.28,2,0.57
1,0.96,1.00,1,1,3,2,1,1,1,13,2500,3.40,1,1,22,262,5,2023,4.83,4.88,4.8,4.93,4.91,4.54,4.7,1,3.24
1,1.00,0.83,2,1,1,2,1,1,1,25,1343,3.13,4,1,18,52,4,2023,4.81,4.96,4.85,5,4.88,4.76,4.76,2,0.67
1,1.00,0.99,2,1,1,2,1,1,1,16,400,2.60,2,1,18,16,6,2023,4.25,4.38,4.5,4.25,3.94,4.81,4.47,1,0.3
1,1.00,0.98,2,2,1,2,2,1,1,43,2046,3.31,10,1,18,38,5,2023,4.63,4.76,4.66,4.95,4.74,4.61,4.66,2,0.5
1,1.00,1.00,1,1,4,2,1,1,1,24,1457,3.16,2,1,9,74,17,2023,4.96,4.95,4.95,4.84,4.96,4.76,4.77,2,1.06
1,1.00,1.00,1,1,3,2,3,1,1,25,783,2.89,1,1,20,9,1,2022,4.89,5,4.78,5,4.89,4.89,4.78,1,0.15
1,1.00,0.67,2,1,1,3,1,1,1,26,1386,3.14,2,1,18,206,28,2023,4.72,4.82,4.7,4.89,4.89,4.74,4.73,1,2.17
1,1.00,1.00,1,1,4,2,1,1,1,33,1171,3.07,2,1,18,112,30,2023,4.88,4.9,4.78,4.95,4.98,4.85,4.79,2,1.17
1,0.99,0.92,2,1,1,4,3,2,2,39,3888,3.59,1,1,18,8,4,2023,4.25,4.25,4.5,4,4.25,4.63,4,2,0.11
1,1.00,1.00,1,1,4,2,1,1,1,13,2500,3.40,1,1,18,91,11,2023,4.99,4.98,4.96,4.99,4.99,4.73,4.95,1,1.75
1,1.00,1.00,1,1,1,2,1,1,1,28,1200,3.08,30,1,18,90,27,2023,4.86,4.93,4.86,4.9,4.9,4.61,4.78,1,1.7
1,1.00,1.00,1,1,4,2,1,1,1,14,1821,3.26,1,1,18,26,12,2023,5,5,5,5,5,4.77,5,1,0.52
1,1.00,1.00,1,1,1,2,1,1,1,22,1774,3.25,2,1,18,53,29,2023,4.94,4.94,4.96,4.98,4.98,4.85,4.92,2,1.24
1,1.00,1.00,1,1,1,2,1,1,1,19,1632,3.21,1,1,18,44,15,2023,4.86,4.82,4.93,4.89,4.86,4.86,4.86,1,1.03
1,1.00,1.00,1,1,1,2,1,1,1,19,1718,3.24,2,1,18,34,21,2023,4.91,4.85,4.94,4.85,4.94,4.91,4.94,1,0.82
1,1.00,1.00,1,1,4,3,1,1,2,31,868,2.94,1,1,20,28,19,2023,4.93,4.86,4.86,4.75,4.89,4.79,4.86,2,0.68
1,1.00,0.90,2,1,1,2,1,1,1,15,1400,3.15,28,1,18,9,5,2023,4.44,4.33,4.56,4.44,4.56,4.56,4.67,2,0.24
1,1.00,0.99,2,1,1,5,2,2,2,33,4800,3.68,30,1,18,3,2,2022,4.67,5,4.67,4.67,3.33,4.67,4,1,0.23
1,0.98,1.00,2,1,1,2,1,1,1,40,650,2.81,1,1,18,42,33,2023,4.33,4.29,4.48,4.43,4.64,4.12,4.36,2,2.75
1,1.00,0.99,2,1,1,5,2,2,2,33,4000,3.60,30,1,18,4,3,2022,2.75,3,3,4,3,4.25,3,1,0.29
1,1.00,1.00,1,1,4,2,1,1,1,43,1636,3.21,2,1,18,19,19,2023,4.89,4.89,4.89,4.84,5,4.89,4.74,1,4.67
1,0.98,0.60,2,1,1,4,1,1,1,20,940,2.97,1,1,18,8,8,2023,4.75,4.88,4.63,4.88,5,4.63,4.5,1,3.33
1,1.00,0.91,1,1,1,4,2,2,2,51,4571,3.66,4,1,18,8,8,2023,5,5,5,5,5,5,4.88,2,3.12
1,1.00,1.00,2,1,4,2,1,1,2,31,939,2.97,1,1,18,1,1,2023,5,5,5,5,5,5,5,1,0.7
1,1.00,1.00,2,1,1,2,1,1,1,19,1414,3.15,1,1,20,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,0.91,2,1,1,3,1,1,1,18,650,2.81,30,1,18,3,0,2020,5,5,5,5,5,3.67,5,2,0.08
1,1.00,1.00,1,1,1,4,1,1,2,49,2056,3.31,4,1,23,33,33,2023,4.7,4.76,4.76,4.7,4.67,4.61,4.64,1,6
1,1.00,1.00,2,1,3,2,3,1,2,28,764,2.88,1,1,27,9,2,2023,4.67,4.89,4.78,5,5,4.44,4.56,1,0.14
1,1.00,1.00,1,1,1,2,1,1,2,47,1000,3.00,30,1,23,3,3,2022,5,5,5,4.67,4.67,4.67,4.67,1,0.3
1,0.90,1.00,2,1,1,2,1,1,2,45,1000,3.00,30,1,23,3,3,2022,4.33,4.33,5,5,4.67,4.67,4.33,1,0.41
1,1.00,0.95,2,1,4,4,1,1,1,36,1026,3.01,2,1,18,9,9,2023,5,4.78,4.78,4.89,5,4.89,4.89,2,2.57
3,0.90,0.60,1,1,1,2,1,1,1,31,850,2.93,7,1,18,25,1,2022,4.88,4.96,4.96,4.96,5,4.4,4.8,2,0.33
3,0.90,0.95,2,1,4,2,2,1,1,27,700,2.85,30,1,18,12,4,2022,5,4.92,5,5,4.92,4.75,4.83,1,0.26
3,1.00,1.00,1,1,4,2,2,1,1,32,800,2.90,28,1,18,63,3,2023,4.92,4.97,4.92,4.92,4.98,4.85,4.93,2,0.77
1,1.00,1.00,1,1,4,6,2,2,2,27,2200,3.34,1,1,23,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,1.00,2,1,1,6,3,3,4,40,4200,3.62,1,1,18,50,19,2023,4.8,4.88,4.76,4.86,4.88,4.74,4.74,1,1.01
1,1.00,1.00,1,1,3,4,1,1,1,30,650,2.81,1,1,18,25,1,2023,4.6,4.8,4.68,4.88,4.92,4.21,4.63,1,0.27
1,1.00,1.00,2,2,1,3,2,1,2,16,1943,3.29,2,1,18,10,10,2023,4.9,5,4.8,5,4.6,5,5,1,2.01
1,1.00,1.00,1,1,1,16,4,6,12,38,2500,3.40,2,1,18,36,1,2023,4.75,4.75,4.64,4.94,4.92,4.57,4.74,1,0.52
1,1.00,1.00,1,1,1,12,5,6,9,30,9828,3.99,1,1,18,95,21,2023,4.77,4.77,4.76,4.87,4.79,4.53,4.64,1,1.24
1,1.00,0.97,2,1,1,3,1,1,2,24,1450,3.16,21,1,11,5,1,2023,4.4,4.8,5,4.4,4.6,3.6,4.6,1,0.1
1,1.00,1.00,2,1,1,6,3,3,4,41,4455,3.65,1,1,21,183,12,2023,4.76,4.81,4.68,4.82,4.86,4.82,4.74,1,2.68
1,1.00,1.00,2,1,1,6,3,3,4,40,4112,3.61,1,1,18,255,20,2023,4.67,4.83,4.65,4.78,4.58,4.82,4.72,1,2.84
